N_Pergunta,Pergunta,Recurso,Linha,rank,cosine_similarity,euclidean_distances
Q1351,who hit the first home run at riverfront stadium?,1979_Cincinnati_Reds_season,"Through some good drafts and several key trades, Howsam built a team that won six division titles, and played in four World Series, winning two, during the 1970s",95,0.686213493347168,9.86713981628418
Q1351,who hit the first home run at riverfront stadium?,1972_Cincinnati_Reds_season,"Billingham's best moments came in the 1972 World Series when he threw ​13 2⁄3 innings allowing no earned runs in collecting a win, a save, and a no decision in Game 7.  With Rose, Morgan and a healthy Tolan at the top of the lineup, a rejuvenated Bench was the recipient as the Reds' cleanup hitter",54,0.6680828928947449,9.870030403137207
Q1351,who hit the first home run at riverfront stadium?,1972_Cincinnati_Reds_season,The theme for the Reds was Redemption after a disastrous 1971 season that saw the Reds fall from a World Series participant in 1970 to a sub,42,0.6839632987976074,9.871170997619629
Q1351,who hit the first home run at riverfront stadium?,Riverfront_Stadium,"In September 1996, Riverfront Stadium was renamed Cinergy Field in a sponsorship deal with Greater Cincinnati energy company Cinergy",6,0.6514157056808472,9.878851890563965
Q1351,who hit the first home run at riverfront stadium?,Riverfront_Stadium,"Located on the Ohio River in downtown Cincinnati, the stadium was best known as the home of The Big Red Machine, as the Reds were often called in the 1970s",1,0.6766046285629272,9.889159202575684
Q1351,who hit the first home run at riverfront stadium?,Yankee_Stadium,"Although Yankee Stadium's construction began in August 2006, the project spanned many years and faced many controversies, including the high public cost and the loss of public parkland",37,0.6850383877754211,9.892972946166992
Q1351,who hit the first home run at riverfront stadium?,1972_Cincinnati_Reds_season,He won two games after the All-Star break,64,0.691365122795105,9.893746376037598
Q1351,who hit the first home run at riverfront stadium?,1972_Cincinnati_Reds_season,"25 ERA) were 12th and 13th, respectively, in the MVP voting conducted by the Baseball Writers' Association of America",69,0.6822233200073242,9.90273666381836
Q1351,who hit the first home run at riverfront stadium?,1979_Cincinnati_Reds_season,"Wagner replaced long-time GM Bob Howsam, who retired after running the Reds for 12 years",94,0.6739793419837952,9.905598640441895
Q1351,who hit the first home run at riverfront stadium?,Yankee_Stadium_(1923),"Its construction was paid for entirely by Yankees owner Jacob Ruppert, who was eager to have his own stadium after sharing the Polo Grounds with the New York Giants baseball team the previous 10 years",78,0.6734668016433716,9.909859657287598
Q1351,who hit the first home run at riverfront stadium?,1972_Cincinnati_Reds_season,Neither team seriously threatened the Reds in the second half,60,0.6860701441764832,9.911456108093262
Q1351,who hit the first home run at riverfront stadium?,Riverfront_Stadium,". Riverfront Stadium, also known as Cinergy Field from 1996 to 2002, was a multi-purpose stadium in Cincinnati, Ohio, United States that was the home of the Cincinnati Reds of Major League Baseball from 1970 through 2002 and the Cincinnati Bengals of the National Football League from 1970 to 1999",0,0.6717050075531006,9.924205780029297
Q1351,who hit the first home run at riverfront stadium?,1972_Cincinnati_Reds_season,"97).  Morgan (122 runs scored, 16 home runs, 73 RBI, 58 stolen bases,",66,0.6769477725028992,9.942100524902344
Q1351,who hit the first home run at riverfront stadium?,1979_Cincinnati_Reds_season,It was the first time in four tries the Pirates had upended the Reds in a divisional playoff series since Major League Baseball went to divisions in 1969.  The Reds played their home games at Riverfront Stadium,97,0.6749433279037476,9.942323684692383
Q1351,who hit the first home run at riverfront stadium?,Riverfront_Stadium,This game is best remembered for the often-replayed collision at home plate between Reds star Pete Rose and catcher Ray Fosse of the Cleveland Indians,5,0.6891550421714783,9.961003303527832
Q1351,who hit the first home run at riverfront stadium?,1970_Cincinnati_Reds_season,"The Reds were managed by first-year manager George Sparky Anderson and played their home games at Crosley Field during the first part of the year, before moving into the then-new Riverfront Stadium on June 30.",30,0.676293134689331,9.973481178283691
Q1351,who hit the first home run at riverfront stadium?,1970_Cincinnati_Reds_season,The Reds defeated the Pittsburgh Pirates in three straight games in the 1970 National League Championship Series to win their first National League pennant since 1961.  The team then lost to the Baltimore Orioles in the 1970 World Series in five games,29,0.6647809743881226,9.979656219482422
Q1351,who hit the first home run at riverfront stadium?,1972_Cincinnati_Reds_season,"Nearly every Reds regular, including Pete Rose, Johnny Bench, Tony Pérez, Bernie Carbo and David Concepcion, had significant decreases in their production from 1970.  The lone exception was popular first baseman Lee May, who set career highs in home runs (39) and slugging percentage (",47,0.6628619432449341,10.00344181060791
Q1351,who hit the first home run at riverfront stadium?,1972_Cincinnati_Reds_season,"A major catalyst for the Reds, Bobby Tolan, ruptured his Achilles' tendon in the winter of 1971 while playing basketball and he missed the entire '71 MLB season",46,0.670355498790741,10.014629364013672
Q1351,who hit the first home run at riverfront stadium?,Yankee_Stadium,7 ha) former site of Macombs Dam Park; the 8-acre (3. 2 ha) site of the original stadium is now a public park called Heritage Field,35,0.6627845168113708,10.021651268005371
Q1351,who hit the first home run at riverfront stadium?,1972_Cincinnati_Reds_season,"Rebounding from the 1971 disaster when he only drove in 61 runs, Bench slammed 40 home runs and had a major league-best 125 RBI.  Bench also walked a career-high 100 times on his way to NL MVP honors, his second in three years",55,0.6862770318984985,10.039610862731934
Q1351,who hit the first home run at riverfront stadium?,Yankee_Stadium_(1923),The design includes a replica of the frieze along the roof that had been part of the original Yankee Stadium,86,0.6795773506164551,10.050159454345703
Q1351,who hit the first home run at riverfront stadium?,1979_Cincinnati_Reds_season,"However, the Reds lost the National League Championship Series to the eventual World Series champion Pittsburgh Pirates in three straight games",96,0.6370072364807129,10.092658996582031
Q1351,who hit the first home run at riverfront stadium?,1972_Cincinnati_Reds_season,"Surrounded by more talent in Cincinnati, Morgan would become one of the more productive power-speed players in the entire decade on his way to eventual induction into the Baseball Hall of Fame",51,0.6891710162162781,10.11392593383789
Q1351,who hit the first home run at riverfront stadium?,Yankee_Stadium,"2 billion in public subsidies, replaced the original Yankee Stadium in 2009.  It is located one block north of the original, on the 24-acre (9",34,0.6800114512443542,10.129690170288086
Q1351,who hit the first home run at riverfront stadium?,1972_Cincinnati_Reds_season,"In fact, the March 13, 1972, Sports Illustrated edition featured the Reds on the front cover headlining Redemption for the Reds",44,0.6463106870651245,10.149663925170898
Q1351,who hit the first home run at riverfront stadium?,1972_Cincinnati_Reds_season,"292 average) finished fourth in MVP voting, while Rose (107 runs, 198 hits, 11 triples,",67,0.6733473539352417,10.151309967041016
Q1351,who hit the first home run at riverfront stadium?,1995_National_League_Championship_Series,"The Braves won the series four games to none to become the National League champions, and defeated the American League champion Cleveland Indians in the 1995 World Series",23,0.6512301564216614,10.155738830566406
Q1351,who hit the first home run at riverfront stadium?,1972_Cincinnati_Reds_season,But Nolan suffered a series of neck and shoulder ailments that forced him out of the All Star game and limited him to a total of 25 starts,62,0.655303955078125,10.162799835205078
Q1351,who hit the first home run at riverfront stadium?,1972_Cincinnati_Reds_season,The Reds were managed by Sparky Anderson,41,0.6541944742202759,10.170625686645508
Q1351,who hit the first home run at riverfront stadium?,1995_National_League_Championship_Series,"This NLCS was notable as it matched up what had been the two easternmost teams in the National League West Division from 1969–1993, both teams having been placed there at the insistence of the New York Mets and Chicago Cubs (the former team wanted the Cubs' rivals St",24,0.663519561290741,10.172928810119629
Q1351,who hit the first home run at riverfront stadium?,Riverfront_Stadium,"Construction began on February 1, 1968, and was completed at a cost of less than $50 million",2,0.6134984493255615,10.177038192749023
Q1351,who hit the first home run at riverfront stadium?,Yankee_Stadium_(1923),It has often been referred to as The Cathedral of Baseball,76,0.6520758867263794,10.17883586883545
Q1351,who hit the first home run at riverfront stadium?,1972_Cincinnati_Reds_season,"The Reds were still only 20–18 when they went into Houston to play the retooled Astros for a four-game series, May 29 – June 1, at the Astrodome, a notorious pitchers park",57,0.6539307236671448,10.186230659484863
Q1351,who hit the first home run at riverfront stadium?,1972_Cincinnati_Reds_season,"Cincinnati got off to a slow start, winning only eight of their first 21 games before winning nine straight",56,0.6525269746780396,10.198196411132812
Q1351,who hit the first home run at riverfront stadium?,1972_Cincinnati_Reds_season,"307 avg. ) and reliever Clay Carroll (37 saves, 2",68,0.65465247631073,10.198275566101074
Q1351,who hit the first home run at riverfront stadium?,1972_Cincinnati_Reds_season,"532).  Reds fans, en masse, were shocked and dismayed when, on November 29, 1971, Cincinnati Reds General Manager Bob Howsam traded May, Gold Glove winning second baseman Tommy Helms and key utility man Jimmy Stewart to division rival Houston Astros for second baseman Joe Morgan, third baseman Denis Menke, pitcher Jack Billingham, little-used reserve outfielder Cesar Geronimo and minor leaguer Ed Armbrister",48,0.6564450860023499,10.206396102905273
Q1351,who hit the first home run at riverfront stadium?,Shea_Stadium,"Built as a multi-purpose stadium, it was the home park of Major League Baseball's New York Mets for 45 seasons (1964–2008), as well as the New York Jets football team from 1964 to 1983.  The venue was named in honor of William A",18,0.6341840028762817,10.22113037109375
Q1351,who hit the first home run at riverfront stadium?,1972_Cincinnati_Reds_season,Billingham would go on to win 12 games in 1972 and 50 total in his first three years with the Reds,53,0.6382946968078613,10.242578506469727
Q1351,who hit the first home run at riverfront stadium?,1995_National_League_Championship_Series,". The 1995 National League Championship Series (NLCS), the second round of baseball's 1995 National League playoffs, matched the East Division champion Atlanta Braves against the Central Division champion Cincinnati Reds",20,0.6373057961463928,10.295175552368164
Q1351,who hit the first home run at riverfront stadium?,Atlanta–Fulton_County_Stadium,"The Braves and expansion Atlanta Falcons of the National Football League shared the venue for 26 years, until the Falcons moved into the newly completed Georgia Dome in 1992.  The Braves continued to play at the stadium for another five years, then moved into Turner Field in 1997, the converted Centennial Olympic Stadium built for the previous year's Summer Olympics",15,0.6710011959075928,10.30982494354248
Q1351,who hit the first home run at riverfront stadium?,1972_Cincinnati_Reds_season,The Reds went into the July 23 All-Star break with a 6½ game lead over the Astros and an 8-game lead over the Dodgers,59,0.6576600074768066,10.336831092834473
Q1351,who hit the first home run at riverfront stadium?,1979_Cincinnati_Reds_season,"Also, long-time manager and future Hall of Famer Sparky Anderson was fired by new general manager Dick Wagner when Anderson refused to make changes in his coaching staff",92,0.6428510546684265,10.353372573852539
Q1351,who hit the first home run at riverfront stadium?,1972_Cincinnati_Reds_season,"They defeated the previous year's World Series Champion Pittsburgh Pirates in the 1972 National League Championship Series, but lost to the Oakland Athletics in seven games in the 1972 World Series",40,0.6685024499893188,10.357952117919922
Q1351,who hit the first home run at riverfront stadium?,1995_National_League_Championship_Series,The two teams reigned exclusively as NL East champions from 1990 to 1993.  The Braves would go on to defeat the Cleveland Indians in the World Series in six games,27,0.6476937532424927,10.361159324645996
Q1351,who hit the first home run at riverfront stadium?,1979_Cincinnati_Reds_season,"It was a year of great change for the Reds, who lost long-time star Pete Rose to the Philadelphia Phillies, who signed Rose as an unrestricted free agent",91,0.6469325423240662,10.393369674682617
Q1351,who hit the first home run at riverfront stadium?,Shea_Stadium,"Shea Stadium (; formally known as William A.  Shea Municipal Stadium) was a stadium in Flushing Meadows–Corona Park, Queens, New York City",17,0.6366534233093262,10.394728660583496
Q1351,who hit the first home run at riverfront stadium?,1995_National_League_Championship_Series,Louis).  It was also the first NLCS since 1989 not to feature either the Philadelphia Phillies or the Pittsburgh Pirates,26,0.6378064155578613,10.452518463134766
Q1351,who hit the first home run at riverfront stadium?,1972_Cincinnati_Reds_season,He spent much of the second-half on the disabled list resting and then rehabbing,63,0.6259447336196899,10.649100303649902
Q1351,who hit the first home run at riverfront stadium?,1995_National_League_Championship_Series,"The two teams were victorious in the NL Division Series (NLDS), with the Braves defeating the wild card qualifier Colorado Rockies three games to one, and the Reds defeating the West Division champion Los Angeles Dodgers three games to none",22,0.6190611124038696,10.667625427246094
Q1351,who hit the first home run at riverfront stadium?,Riverfront_Stadium,"The stadium was demolished by implosion on December 29, 2002.",8,0.6728758215904236,10.67570686340332
Q1351,who hit the first home run at riverfront stadium?,1972_Cincinnati_Reds_season,The trade turned out to be one of the best trades in Reds history,49,0.6217008829116821,10.698118209838867
Q1351,who hit the first home run at riverfront stadium?,Yankee_Stadium,"The stadium incorporates replicas of some design elements from the original Yankee Stadium, and like its predecessor, it has hosted additional events, including college football games, soccer matches, two outdoor NHL games, and concerts",36,0.6539495587348938,10.880358695983887
Q1351,who hit the first home run at riverfront stadium?,Atlanta–Fulton_County_Stadium,"It was demolished on August 2, 1997.",16,0.6319546103477478,11.032374382019043
Q1351,who hit the first home run at riverfront stadium?,1970_Cincinnati_Reds_season,". The 1970 Cincinnati Reds season consisted of the Reds winning the National League West title with a record of 102–60, 14½ games ahead of the runner-up Los Angeles Dodgers",28,0.5795583128929138,11.093986511230469
Q1351,who hit the first home run at riverfront stadium?,Atlanta–Fulton_County_Stadium,". Atlanta–Fulton County Stadium, often referred to as Fulton County Stadium and originally named Atlanta Stadium, was a multi-purpose stadium in the southeastern United States, located in Atlanta",13,0.6003119945526123,11.258522033691406
Q1351,who hit the first home run at riverfront stadium?,1972_Cincinnati_Reds_season,". The 1972 Cincinnati Reds season consisted of the Reds winning the National League West title with a record of 95–59, 10½ games over the Houston Astros and the Los Angeles Dodgers",39,0.5652140378952026,11.27441692352295
Q1351,who hit the first home run at riverfront stadium?,1979_Cincinnati_Reds_season,". The 1979 Cincinnati Reds season consisted of the Reds winning the National League West under their first-year manager John McNamara, with a record of 90-71, 1½ games better than the Houston Astros",90,0.5586295127868652,11.42280101776123
Q1351,who hit the first home run at riverfront stadium?,Atlanta–Fulton_County_Stadium,It was built to attract a Major League Baseball team and in 1966 succeeded when the Milwaukee Braves relocated from Wisconsin,14,0.6341230273246765,11.460847854614258
Q1352,who Makes Nexen Tires,Formula_D,"Achilles Radial, Falken Tire, Hankook Tire, Nexen Tire, and Nitto Tire all work together to supply teams and develop test their products",10,0.6816262602806091,9.909191131591797
Q1352,who Makes Nexen Tires,Formula_D,"Judged on line, angle, and style, rather than who finishes the course in the fastest time, Formula Drift brings together traditional racing and extreme sports",7,0.6471008062362671,10.146349906921387
Q1352,who Makes Nexen Tires,Formula_D,"Formula Drift, Inc",1,0.6491757035255432,10.197604179382324
Q1352,who Makes Nexen Tires,Dodge_Challenger,. The Dodge Challenger is the name of three different generations of automobiles (two of those being pony cars) produced by American automobile manufacturer Dodge,11,0.6735812425613403,10.246861457824707
Q1352,who Makes Nexen Tires,Formula_D,Most notably Formula Drift works with the largest amount of tire suppliers to a single series,9,0.6677365303039551,10.27928638458252
Q1352,who Makes Nexen Tires,Shinjin_Motors,"Founded in 1955, and the same bus manufacturer was Shinjin Bus Manufacturing Company is an independent company and is now a part of the Daewoo Bus Corporation",61,0.6321582198143005,10.296093940734863
Q1352,who Makes Nexen Tires,Dodge_Challenger,The third and current generation is a pony car that was introduced in early 2008 originally as a rival to the evolved fifth generation Ford Mustang and the fifth generation Chevrolet Camaro,15,0.6670965552330017,10.297839164733887
Q1352,who Makes Nexen Tires,Manchester_City_F.C.,Under the management of Pep Guardiola they won the Premier League in 2018 becoming the only Premier League team to attain 100 points in a single season,53,0.5856238603591919,10.330917358398438
Q1352,who Makes Nexen Tires,Manchester_City_F.C.,"In 2019, they won four trophies, completing an unprecedented sweep of all domestic trophies in England and becoming the first English men's team to win the domestic treble",54,0.5801189541816711,10.347905158996582
Q1352,who Makes Nexen Tires,Dodge_Challenger,"From model years 1970 to 1974, the first generation Dodge Challenger pony car was built using the Chrysler E platform in hardtop and convertible body styles sharing major components with the Plymouth Barracuda",13,0.6391335725784302,10.394414901733398
Q1352,who Makes Nexen Tires,Shinjin_Motors,". Shinjin Motors or Sinjin Motors (Korean: 신진자동차, IPA: [ɕindʑin dʑadoŋtɕʰa]) is a defunct South Korean car manufacturer",60,0.6424353122711182,10.443306922912598
Q1352,who Makes Nexen Tires,KBO_League,"In the KBO, the bat flipping tradition dates back to the 1990s",24,0.6667141318321228,10.460001945495605
Q1352,who Makes Nexen Tires,Manchester_City_F.C.,"2019, Forbes estimated the club was the fifth most valuable in the world at $2. 69 billion, however the sale of a 10% stake in the club's parent company City Football Group on 27 November 2019 for $500 million values them significantly higher",58,0.5814390182495117,10.48071002960205
Q1352,who Makes Nexen Tires,Kia,.,62,0.603096604347229,10.491719245910645
Q1352,who Makes Nexen Tires,Formula_D,"Formula Drift works closely with a huge variety of sponsors such as: Black Magic Car Care, BlackVue Dash Cameras, NOS Energy Drink, and the United States Air Force",8,0.6479192972183228,10.52269458770752
Q1352,who Makes Nexen Tires,Dodge_Challenger,"However, the first use of the Challenger name by Dodge was in 1959 for marketing a value version of the full-sized Coronet Silver Challenger",12,0.6597939133644104,10.623046875
Q1352,who Makes Nexen Tires,Manchester_City_F.C.,"The club adopted their sky blue home shirts in 1894 in the first season of the club's current iteration, that have been used ever since",59,0.5701697468757629,10.716463088989258
Q1352,who Makes Nexen Tires,Manchester_City_F.C.,"They since regained promotion to the top tier in 2001–02 and have remained a fixture in the Premier League since 2002–03.  In 2008, Manchester City was purchased by Abu Dhabi United Group for £210 million and received considerable financial investment",51,0.5546121001243591,10.750275611877441
Q1352,who Makes Nexen Tires,KBO_League,") In comparison with American Major League Baseball, ESPN reports that the KBO level of play appears to be somewhere between Double-A and Triple-A, on average, though the best players are more likely to be MLB-quality than your typical Double-A league",22,0.6059103012084961,10.759267807006836
Q1352,who Makes Nexen Tires,Formula_D,"With 60 currently licensed drivers competing in Pro and Pro 2, Formula Drift is recognized as the premier North American professional drifting championship series",5,0.6574334502220154,10.79576587677002
Q1352,who Makes Nexen Tires,Manchester_City_F.C.,The club have won six domestic league titles,52,0.5485186576843262,10.80293083190918
Q1352,who Makes Nexen Tires,Manchester_City_F.C.,The team's 1970 Cup Winners' Cup win remains their only European trophy to date,55,0.5701366662979126,10.844937324523926
Q1352,who Makes Nexen Tires,KBO_League,"Nine of the ten franchises are named after the companies or business conglomerates which own them, while one sold their naming rights (Woori Heroes in 2008, Nexen Heroes from 2010 to 2018, and Kiwoom Heroes from 2019)",18,0.6195071935653687,10.84665584564209
Q1352,who Makes Nexen Tires,KBO_League,"(Teams are known primarily by the name of the sponsor, occasionally by their nickname, and never by the city in which they are based",21,0.6420809030532837,10.91997241973877
Q1352,who Makes Nexen Tires,Red_Bull_Drifting_World_Championship,"The inaugural event was won by Rhys Millen, incidentally sponsored by Red Bull, taking home $25,000.",45,0.5848895907402039,10.980062484741211
Q1352,who Makes Nexen Tires,Manchester_City_F.C.,"Mark's (West Gorton), it became Ardwick Association Football Club in 1887 and Manchester City in 1894.  The club's home ground is the Etihad Stadium in east Manchester, to which it moved in 2003, having played at Maine Road since 1923",48,0.5453373193740845,11.044939041137695
Q1352,who Makes Nexen Tires,2019–20_Premier_League,"The initial suspension, until 4 April, was then extended to mid-June",39,0.5885258913040161,11.073763847351074
Q1352,who Makes Nexen Tires,Formula_D,"was co-founded by Jim Liaw and Ryan Sage in 2003 as a sister company to the now defunct Slipstream Global Marketing, the same partnership that introduced D1 Grand Prix to the United States",2,0.5923939943313599,11.07911491394043
Q1352,who Makes Nexen Tires,2019–20_Premier_League,"Changes to the laws affecting backpasses, penalties, handballs and substitutions were also introduced in 2019–20.",42,0.6466490030288696,11.094651222229004
Q1352,who Makes Nexen Tires,Formula_D,. Formula D or Formula DRIFT Black Magic Pro Championship Presented by BlackVue Dash Cameras is the premier United States drifting series,0,0.612910807132721,11.102253913879395
Q1352,who Makes Nexen Tires,Red_Bull_Drifting_World_Championship,"The Red Bull Drifting World Championship is a non-championship all-star drifting contest sponsored by Red Bull energy drink and hosted by IMG and Slipstream Global Marketing, the organizers behind Formula D.  The event took place at the Port of Long Beach in Long Beach, California on November 15–16, 2008",43,0.5853254795074463,11.1362943649292
Q1352,who Makes Nexen Tires,KBO_League,"Historically, the KBO is known for its vocal and exuberant fan base, as well as the widespread practice of bat flips (ppa-dun (Korean: 빠던), a portmanteau of the first syllables of the words for 'bat' and 'throw') by hitters after stroking what they think will be a home run",23,0.5642250776290894,11.193136215209961
Q1352,who Makes Nexen Tires,KBO_League,". The KBO League (Korean: KBO 리그), originally called the Korea Baseball Championship (Korean: 한국야구선수권대회; Romanization: Hanguk Yagu Seonsukkwon Daehoe), is the highest level league of baseball in South Korea",16,0.5693619251251221,11.202201843261719
Q1352,who Makes Nexen Tires,Manchester_City_F.C.,Founded in 1880 as St,47,0.527732253074646,11.203652381896973
Q1352,who Makes Nexen Tires,KBO_League,"The Kia Tigers (formerly the Haitai Tigers) are the most successful team, having won 11 out of the 38 championships",20,0.5866755843162537,11.230752944946289
Q1352,who Makes Nexen Tires,Red_Bull_Drifting_World_Championship,"Announced prior to the Las Vegas Formula D round on July 14, at $50,000, it boasts of the largest prize money in a drifting contest and the largest TV production for a drift contest",44,0.5656170845031738,11.27489185333252
Q1352,who Makes Nexen Tires,Dodge_Challenger,"The second generation, from model years 1978 to 1983, was a badge engineered Mitsubishi Galant Lambda, a coupe version of an economical compact car",14,0.5773687958717346,11.315834999084473
Q1352,who Makes Nexen Tires,Manchester_City_F.C.,Manchester City's revenue was the fifth highest of a football club in the world in the 2018–19 season at €568. 4 million,57,0.5084697008132935,11.3448486328125
Q1352,who Makes Nexen Tires,2019–20_Premier_League,The season recommenced with two matches on 17 June and a full round of matches played over the weekend of 19–22 June,40,0.5732532739639282,11.372499465942383
Q1352,who Makes Nexen Tires,KBO_League,"The KBO League was founded with six franchises in 1982, and has expanded to ten franchises",17,0.6057237386703491,11.415700912475586
Q1352,who Makes Nexen Tires,2018–19_Premier_League,"They replaced West Bromwich Albion, Swansea City and Stoke City who were relegated to the 2018–19 EFL Championship",31,0.5312695503234863,11.49583625793457
Q1352,who Makes Nexen Tires,Formula_D,2018 was Formula Drift's fifteenth year of competition,4,0.5356379747390747,11.544239044189453
Q1352,who Makes Nexen Tires,2019–20_Premier_League,In 2019–20 the video assistant referee (VAR) review system was introduced,41,0.5705016851425171,11.58564567565918
Q1352,who Makes Nexen Tires,Manchester_City_F.C.,"After losing the 1981 FA Cup Final, the club went through a period of decline, which eventually saw them relegated as far down as third tier of English football by the end of the 1997–98 season",50,0.478922963142395,11.601828575134277
Q1352,who Makes Nexen Tires,Manchester_City_F.C.,"Manchester City Football Club is an English football club based in Manchester that competes in the Premier League, the top flight of English football",46,0.5064029693603516,11.673033714294434
Q1352,who Makes Nexen Tires,Formula_D,"The new entity would solely own, operate and launch the first official drifting series in North America",3,0.6013065576553345,11.68021297454834
Q1352,who Makes Nexen Tires,2019–20_Premier_League,"The season was halted for over three months, following a decision on 13 March 2020 by the Premier League to suspend the league after a number of players and other club staff became ill due to the COVID-19 pandemic",38,0.580761730670929,11.701682090759277
Q1352,who Makes Nexen Tires,KBO_League,The KBO League is the most popular sports league in South Korea,19,0.6155147552490234,11.722436904907227
Q1352,who Makes Nexen Tires,2018–19_Premier_League,"Defending champions Manchester City won their fourth Premier League title, and sixth English top-flight title overall",32,0.532924473285675,11.807785987854004
Q1352,who Makes Nexen Tires,2019–20_Premier_League,"Liverpool won their first league title since 1990, the club's first of the Premier League era and 19th overall",37,0.5520124435424805,11.824254035949707
Q1352,who Makes Nexen Tires,2019–20_Premier_League,"Manchester City were the defending champions for the second successive year, after picking up the domestic treble the previous season",36,0.5066096186637878,11.833298683166504
Q1352,who Makes Nexen Tires,2019–20_Premier_League,". The 2019–20 Premier League is the 28th season of the Premier League, the top English professional football league, since its establishment in 1992",35,0.5329987406730652,11.848127365112305
Q1352,who Makes Nexen Tires,2018–19_Premier_League,The season started on 10 August 2018 and concluded on 12 May 2019.  Fixtures for the 2018–19 season were announced on 14 June 2018,29,0.5214887857437134,11.94888973236084
Q1352,who Makes Nexen Tires,2018–19_Premier_League,"They won their last 14 league games and retained the league title on the final day of the season, finishing on 98 points",33,0.5932417511940002,11.955548286437988
Q1352,who Makes Nexen Tires,2018–19_Premier_League,". The 2018–19 Premier League was the 27th season of the Premier League, the top English professional league for association football clubs, since its establishment in 1992",28,0.5160948038101196,12.06363296508789
Q1352,who Makes Nexen Tires,2018–19_Premier_League,"The league was contested by the top 17 teams from the 2017–18 season as well as Wolverhampton Wanderers, Cardiff City and Fulham, who joined as the promoted clubs from the 2017–18 EFL Championship",30,0.5174946188926697,12.070823669433594
Q1352,who Makes Nexen Tires,2018–19_Premier_League,Liverpool finished runners-up with 97 points – the highest total in English top-flight history for a second-placed team,34,0.4888257384300232,12.099323272705078
Q1352,who Makes Nexen Tires,Manchester_City_F.C.,"Manchester City entered the Football League in 1899, and won their first major honor with the FA Cup in 1904.  It had its first major period of success in the late 1960s, winning the League, FA Cup and League Cup under the management of Joe Mercer and Malcolm Allison",49,0.4255807399749756,12.243459701538086
Q1352,who Makes Nexen Tires,Formula_D,The series consists of an eight-round championship played out at race tracks across North America,6,0.5336671471595764,12.446065902709961
Q1352,who Makes Nexen Tires,Manchester_City_F.C.,"In the UEFA Champions League, their best result is semi-final in the 2015–16 season",56,0.3461833894252777,13.00517749786377
Q1352,who Makes Nexen Tires,2013_Liberal_Party_of_Canada_leadership_election,"On May 25, 2011, Bob Rae was appointed by Liberal caucus as interim leader",26,0.39891695976257324,13.481535911560059
Q1352,who Makes Nexen Tires,2013_Liberal_Party_of_Canada_leadership_election,"The party announced Justin Trudeau as its new leader on April 14, 2013, in Ottawa, Ontario",27,0.39891695976257324,13.481535911560059
Q1352,who Makes Nexen Tires,2013_Liberal_Party_of_Canada_leadership_election,". An election for the leadership of the Liberal Party of Canada was triggered by Michael Ignatieff's announcement on May 3, 2011, of his intention to resign as leader following the party's defeat in the 2011 federal election",25,0.39891695976257324,13.481535911560059
Q1372,who played batman in dark knight,Batman_in_film,". The fictional superhero Batman, who appears in American comic books published by DC Comics, has appeared in various films since his inception",19,0.7989962100982666,7.220686912536621
Q1372,who played batman in dark knight,Batman_in_film,"Referred to as the The Dark Knight Trilogy, the critical acclaim and commercial success of Nolan's films have been credited with restoring widespread popularity to the superhero, with the second installment considered one of the best superhero movies of all time",30,0.7919739484786987,7.530627250671387
Q1372,who played batman in dark knight,Batman:_Arkham_Knight,"Based on the DC Comics superhero Batman, it is the successor to the 2013 video game Batman: Arkham Origins, and the fourth main installment in the Batman: Arkham series",96,0.7834238409996033,7.860769748687744
Q1372,who played batman in dark knight,Batman_in_film,"Batman has also appeared in multiple animated films, both as a starring character and as an ensemble character",35,0.7937982082366943,7.895638465881348
Q1372,who played batman in dark knight,Batman_in_film,"The character also appeared in the 1966 film Batman, which was a feature film adaptation of the 1960s Batman TV series starring Adam West and Burt Ward, who also starred in the film",21,0.7870728969573975,8.024418830871582
Q1372,who played batman in dark knight,The_Dark_Knight_(film),"Based on the DC Comics character Batman, the film is the second installment of Nolan's The Dark Knight Trilogy and a sequel to 2005's Batman Begins, starring Christian Bale and supported by Michael Caine, Heath Ledger, Gary Oldman, Aaron Eckhart, Maggie Gyllenhaal, and Morgan Freeman",40,0.7697018980979919,8.02908992767334
Q1372,who played batman in dark knight,The_Dark_Knight_(film),". The Dark Knight is a 2008 superhero film directed, produced, and co-written by Christopher Nolan",39,0.7263830304145813,8.223793029785156
Q1372,who played batman in dark knight,Batman:_Arkham_Knight,"Scarecrow, with the help of the mysterious Arkham Knight, is also able to unite Batman's greatest foes in an attempt to finally destroy Batman",99,0.7445730566978455,8.226319313049316
Q1372,who played batman in dark knight,Batman:_Arkham_Knight,"In 2019, the game was included in the Batman: Arkham Collection, containing all three games developed by Rocksteady",115,0.7196812629699707,8.245315551757812
Q1372,who played batman in dark knight,The_Dark_Knight_(film),"In the film, Bruce Wayne / Batman (Bale), Police Lieutenant James Gordon (Oldman) and District Attorney Harvey Dent (Eckhart) form an alliance to dismantle organized crime in Gotham City, but are menaced by an anarchistic mastermind known as the Joker (Ledger), who seeks to undermine Batman's influence and turn the city to chaos",41,0.7521286010742188,8.291646957397461
Q1372,who played batman in dark knight,Batman,"Batman's secret identity is Bruce Wayne, a wealthy American playboy, philanthropist, and owner of Wayne Enterprises",118,0.7636388540267944,8.293130874633789
Q1372,who played batman in dark knight,Batman_in_film,"Schumacher also directed the 1997 sequel Batman & Robin, which starred George Clooney",25,0.742631733417511,8.293783187866211
